hire_id,customer_id,container_id,hire_start_date,hire_days,hire_end_date,container_type_id,branch_id,daily_rate,hire_revenue,transport_revenue,total_revenue,operating_cost_per_day,operating_cost,transport_cost_pct,transport_cost,total_cost,gross_margin,gross_margin_pct,acquisition_date,maintenance_cost,profitability_status
H00128,C006,CT0029,2025-06-29,98,2025-10-05,T004,B001,30,2940,535,3475,9.0,882.0,0.6894951846956601,368.88,1250.88,2224.12,64.0,2022-09-30,0,Profitable
H00277,C001,CT0029,2025-10-06,48,2025-11-23,T004,B001,30,1440,519,1959,9.0,432.0,0.6065878735853716,314.82,746.8199999999999,1212.18,61.88,2022-09-30,0,Profitable
H00097,C002,CT0029,2025-11-24,61,2026-01-24,T004,B001,30,1830,401,2231,9.0,549.0,0.7032250402154874,281.99,830.99,1400.01,62.75,2022-09-30,0,Profitable
H00422,C009,CT0029,2026-01-25,83,2026-04-18,T004,B001,30,2490,372,2862,9.0,747.0,0.650974466042531,242.16,1172.1599999999999,1689.8400000000001,59.04,2022-09-30,183,Profitable
H00053,C004,CT0030,2024-01-29,57,2024-03-26,T004,B003,30,1710,593,2303,9.0,513.0,0.6428017734724996,381.18,1150.18,1152.82,50.06,2021-12-10,256,Profitable
H00255,C009,CT0030,2024-03-27,24,2024-04-20,T004,B003,30,720,486,1206,9.0,216.0,0.5818634898557173,282.79,498.79,707.21,58.64,2021-12-10,0,Profitable
H00260,C005,CT0030,2025-07-23,96,2025-10-27,T004,B003,30,2880,558,3438,9.0,864.0,0.7598652273751918,424.0,1288.0,2150.0,62.54,2021-12-10,0,Profitable
H00360,C008,CT0030,2025-11-03,109,2026-02-20,T004,B003,30,3270,338,3608,9.0,981.0,0.557417055766185,188.41,1169.41,2438.59,67.59,2021-12-10,0,Profitable
H00168,C002,CT0031,2024-04-13,71,2024-06-23,T001,B003,8,568,382,950,2.5,177.5,0.5794109970398313,221.34,398.84000000000003,551.16,58.02,2024-04-13,0,Profitable
H00398,C003,CT0031,2025-01-24,78,2025-04-12,T001,B003,8,624,368,992,2.5,195.0,0.6755384024904968,248.6,443.6,548.4,55.28,2024-04-13,0,Profitable
H00118,C001,CT0031,2025-11-20,25,2025-12-15,T001,B003,8,200,211,411,2.5,62.5,0.7396062544672778,156.06,218.56,192.44,46.82,2024-04-13,0,Profitable
H00254,C005,CT0032,2024-01-07,36,2024-02-12,T001,B001,8,288,369,657,2.5,90.0,0.7915608526766996,292.09,382.09,274.91,41.84,2020-04-15,0,Profitable
H00499,C006,CT0032,2024-02-13,48,2024-04-01,T001,B001,8,384,262,646,2.5,120.0,0.6087593037009563,159.49,279.49,366.51,56.74,2020-04-15,0,Profitable
H00289,C005,CT0032,2024-09-13,19,2024-10-02,T001,B001,8,152,549,701,2.5,47.5,0.6213225845893291,341.11,695.61,5.389999999999986,0.77,2020-04-15,307,Profitable
H00312,C002,CT0032,2024-12-14,106,2025-03-30,T001,B001,8,848,323,1171,2.5,265.0,0.5926454778892726,191.42,456.41999999999996,714.58,61.02,2020-04-15,0,Profitable
H00071,C001,CT0032,2025-03-31,49,2025-05-19,T001,B001,8,392,279,671,2.5,122.5,0.648361961640898,180.89,303.39,367.61,54.79,2020-04-15,0,Profitable
H00280,C006,CT0032,2025-05-20,90,2025-08-18,T001,B001,8,720,313,1033,2.5,225.0,0.5661228178122919,177.2,605.2,427.79999999999995,41.41,2020-04-15,203,Profitable
H00098,C008,CT0033,2024-11-05,96,2025-02-09,T004,B003,30,2880,246,3126,9.0,864.0,0.6065367628974853,149.21,1013.21,2112.79,67.59,2018-07-22,0,Profitable
H00327,C002,CT0033,2025-02-10,105,2025-05-26,T004,B003,30,3150,298,3448,9.0,945.0,0.651742977408566,194.22,1139.22,2308.7799999999997,66.96,2018-07-22,0,Profitable
H00005,C003,CT0033,2025-05-27,16,2025-06-12,T004,B003,30,480,365,845,9.0,144.0,0.5933700185664894,216.58,360.58000000000004,484.41999999999996,57.33,2018-07-22,0,Profitable
H00438,C002,CT0033,2025-06-13,90,2025-09-11,T004,B003,30,2700,379,3079,9.0,810.0,0.6814531497183309,258.27,1068.27,2010.73,65.3,2018-07-22,0,Profitable
H00108,C003,CT0033,2025-09-12,110,2025-12-31,T004,B003,30,3300,370,3670,9.0,990.0,0.6226468899515888,230.38,1220.38,2449.62,66.75,2018-07-22,0,Profitable
H00225,C006,CT0033,2026-01-01,113,2026-04-24,T004,B003,30,3390,557,3947,9.0,1017.0,0.5692695029878652,317.08,1334.08,2612.92,66.2,2018-07-22,0,Profitable
H00038,C005,CT0034,2024-01-16,84,2024-04-09,T002,B005,12,1008,387,1395,3.5,294.0,0.5517573009534048,213.53,507.53,887.47,63.62,2018-05-03,0,Profitable
H00307,C010,CT0034,2024-04-10,43,2024-05-23,T002,B005,12,516,563,1079,3.5,150.5,0.7776691448587849,437.83,588.3299999999999,490.6700000000001,45.47,2018-05-03,0,Profitable
H00284,C006,CT0034,2024-05-24,7,2024-05-31,T002,B005,12,84,523,607,3.5,24.5,0.6351014608373913,332.16,356.66,250.33999999999997,41.24,2018-05-03,0,Profitable
H00212,C005,CT0034,2024-06-01,106,2024-09-15,T002,B005,12,1272,565,1837,3.5,371.0,0.7515489702509477,424.63,869.63,967.37,52.66,2018-05-03,74,Profitable
H00388,C009,CT0034,2024-11-13,66,2025-01-18,T002,B005,12,792,253,1045,3.5,231.0,0.6873959141805359,173.91,737.91,307.09000000000003,29.39,2018-05-03,333,Profitable
H00202,C001,CT0035,2024-03-22,99,2024-06-29,T002,B002,12,1188,363,1551,3.5,346.5,0.5717948669579578,207.56,554.06,996.94,64.28,2019-02-05,0,Profitable
H00041,C005,CT0035,2024-06-30,43,2024-08-12,T002,B002,12,516,536,1052,3.5,150.5,0.5828373520362267,312.4,462.9,589.1,56.0,2019-02-05,0,Profitable
H00027,C006,CT0035,2024-08-13,119,2024-12-10,T002,B002,12,1428,430,1858,3.5,416.5,0.644228541184093,277.02,693.52,1164.48,62.67,2019-02-05,0,Profitable
H00054,C010,CT0035,2025-04-21,84,2025-07-14,T002,B002,12,1008,161,1169,3.5,294.0,0.6572217197152597,105.81,399.81,769.19,65.8,2019-02-05,0,Profitable
H00460,C007,CT0035,2025-10-04,39,2025-11-12,T002,B002,12,468,335,803,3.5,136.5,0.7930063141241478,265.66,588.1600000000001,214.83999999999992,26.75,2019-02-05,186,Profitable
H00308,C002,CT0035,2025-11-16,74,2026-01-29,T002,B002,12,888,362,1250,3.5,259.0,0.6661083090563857,241.13,500.13,749.87,59.99,2019-02-05,0,Profitable
H00427,C009,CT0036,2024-02-28,86,2024-05-24,T001,B002,8,688,335,1023,2.5,215.0,0.606569777053558,203.2,418.2,604.8,59.12,2020-02-06,0,Profitable
H00332,C004,CT0036,2024-05-25,87,2024-08-20,T001,B002,8,696,387,1083,2.5,217.5,0.7768450411782117,300.64,705.14,377.86,34.89,2020-02-06,187,Profitable
H00136,C004,CT0036,2024-08-21,47,2024-10-07,T001,B002,8,376,287,663,2.5,117.5,0.6629242048079207,190.26,307.76,355.24,53.58,2020-02-06,0,Profitable
H00420,C010,CT0036,2024-10-14,42,2024-11-25,T001,B002,8,336,549,885,2.5,105.0,0.6468481464171649,355.12,746.12,138.88,15.69,2020-02-06,286,Profitable
H00137,C003,CT0036,2024-11-27,95,2025-03-02,T001,B002,8,760,463,1223,2.5,237.5,0.6493453476213291,300.65,538.15,684.85,56.0,2020-02-06,0,Profitable
H00182,C004,CT0036,2025-03-03,50,2025-04-22,T001,B002,8,400,542,942,2.5,125.0,0.5573410397755981,302.08,427.08,514.9200000000001,54.66,2020-02-06,0,Profitable
H00439,C008,CT0036,2025-04-23,9,2025-05-02,T001,B002,8,72,459,531,2.5,22.5,0.677920346645378,311.17,333.67,197.32999999999998,37.16,2020-02-06,0,Profitable
H00101,C005,CT0036,2025-05-03,36,2025-06-08,T001,B002,8,288,252,540,2.5,90.0,0.5852399068804424,147.48,237.48,302.52,56.02,2020-02-06,0,Profitable
H00379,C001,CT0037,2024-01-09,79,2024-03-28,T004,B001,30,2370,335,2705,9.0,711.0,0.7573968892163127,253.73,964.73,1740.27,64.34,2018-10-21,0,Profitable
H00348,C004,CT0037,2024-03-28,8,2024-04-05,T004,B001,30,240,178,418,9.0,72.0,0.6657129887539627,118.5,190.5,227.5,54.43,2018-10-21,0,Profitable
H00056,C003,CT0037,2024-09-01,112,2024-12-22,T004,B001,30,3360,277,3637,9.0,1008.0,0.6170347550238784,170.92,1372.92,2264.08,62.25,2018-10-21,194,Profitable
H00390,C006,CT0037,2024-12-23,66,2025-02-27,T004,B001,30,1980,469,2449,9.0,594.0,0.6510599324110523,305.35,899.35,1549.65,63.28,2018-10-21,0,Profitable
H00165,C008,CT0037,2025-02-28,95,2025-06-03,T004,B001,30,2850,231,3081,9.0,855.0,0.7496483180956879,173.17,1028.17,2052.83,66.63,2018-10-21,0,Profitable
H00316,C009,CT0037,2025-07-11,95,2025-10-14,T004,B001,30,2850,271,3121,9.0,855.0,0.7099013902944205,192.38,1047.38,2073.62,66.44,2018-10-21,0,Profitable
H00026,C005,CT0038,2024-05-16,55,2024-07-10,T001,B004,8,440,599,1039,2.5,137.5,0.6063853324814332,363.22,500.72,538.28,51.81,2024-05-16,0,Profitable
H00103,C004,CT0038,2024-07-11,88,2024-10-07,T001,B004,8,704,422,1126,2.5,220.0,0.6040226132963269,254.9,767.9,358.1,31.8,2024-05-16,293,Profitable
H00271,C006,CT0038,2024-10-08,77,2024-12-24,T001,B004,8,616,318,934,2.5,192.5,0.6158289459383001,195.83,388.33000000000004,545.67,58.42,2024-05-16,0,Profitable
H00145,C004,CT0038,2024-12-25,74,2025-03-09,T001,B004,8,592,362,954,2.5,185.0,0.619110422645849,224.12,409.12,544.88,57.12,2024-05-16,0,Profitable
H00207,C005,CT0038,2025-03-10,104,2025-06-22,T001,B004,8,832,593,1425,2.5,260.0,0.5978151044786467,354.5,934.5,490.5,34.42,2024-05-16,320,Profitable
H00073,C005,CT0038,2025-06-23,29,2025-07-22,T001,B004,8,232,300,532,2.5,72.5,0.7469282538819272,224.08,296.58000000000004,235.41999999999996,44.25,2024-05-16,0,Profitable
H00116,C007,CT0038,2025-07-23,39,2025-08-31,T001,B004,8,312,265,577,2.5,97.5,0.7680339250056192,203.53,443.03,133.97000000000003,23.22,2024-05-16,142,Profitable
H00349,C008,CT0038,2025-09-01,70,2025-11-10,T001,B004,8,560,362,922,2.5,175.0,0.659634622134359,238.79,413.78999999999996,508.21000000000004,55.12,2024-05-16,0,Profitable
H00387,C010,CT0038,2025-11-20,55,2026-01-14,T001,B004,8,440,537,977,2.5,137.5,0.6990803797150922,375.41,512.9100000000001,464.0899999999999,47.5,2024-05-16,0,Profitable
H00429,C004,CT0039,2024-02-04,68,2024-04-12,T001,B001,8,544,260,804,2.5,170.0,0.662530840295483,172.26,342.26,461.74,57.43,2018-07-17,0,Profitable
H00459,C006,CT0039,2024-09-24,38,2024-11-01,T001,B001,8,304,485,789,2.5,95.0,0.591839933284657,287.04,382.04,406.96,51.58,2018-07-17,0,Profitable
H00086,C008,CT0039,2024-11-14,7,2024-11-21,T001,B001,8,56,232,288,2.5,17.5,0.7300020099157783,169.36,186.86,101.13999999999999,35.12,2018-07-17,0,Profitable
H00069,C003,CT0039,2025-03-04,62,2025-05-05,T001,B001,8,496,192,688,2.5,155.0,0.5819970521333966,111.74,266.74,421.26,61.23,2018-07-17,0,Profitable
H00190,C003,CT0040,2024-01-07,80,2024-03-27,T003,B004,22,1760,159,1919,7.0,560.0,0.5776871113297396,91.85,651.85,1267.15,66.03,2023-04-15,0,Profitable
H00368,C002,CT0040,2024-07-12,48,2024-08-29,T003,B004,22,1056,562,1618,7.0,336.0,0.770564639023712,433.06,769.06,848.94,52.47,2023-04-15,0,Profitable
H00043,C004,CT0040,2024-11-06,32,2024-12-08,T003,B004,22,704,539,1243,7.0,224.0,0.7806557645219474,420.77,644.77,598.23,48.13,2023-04-15,0,Profitable
H00173,C006,CT0040,2024-12-09,25,2025-01-03,T003,B004,22,550,191,741,7.0,175.0,0.5806084745897353,110.9,373.9,367.1,49.54,2023-04-15,88,Profitable
H00425,C006,CT0040,2025-01-04,53,2025-02-26,T003,B004,22,1166,360,1526,7.0,371.0,0.7654356237295739,275.56,646.56,879.44,57.63,2023-04-15,0,Profitable
H00015,C001,CT0040,2025-02-27,7,2025-03-06,T003,B004,22,154,554,708,7.0,49.0,0.6913874912303601,383.03,432.03,275.97,38.98,2023-04-15,0,Profitable
H00401,C006,CT0040,2025-03-07,50,2025-04-26,T003,B004,22,1100,574,1674,7.0,350.0,0.5885803913207699,337.85,847.85,826.15,49.35,2023-04-15,160,Profitable
H00262,C008,CT0040,2025-04-26,100,2025-08-04,T003,B004,22,2200,599,2799,7.0,700.0,0.7053361243133824,422.5,1122.5,1676.5,59.9,2023-04-15,0,Profitable
H00451,C006,CT0040,2025-08-05,36,2025-09-10,T003,B004,22,792,268,1060,7.0,252.0,0.6989972105458705,187.33,439.33000000000004,620.67,58.55,2023-04-15,0,Profitable
H00067,C008,CT0040,2025-11-19,45,2026-01-03,T003,B004,22,990,309,1299,7.0,315.0,0.7331121829595225,226.53,815.53,483.47,37.22,2023-04-15,274,Profitable
H00174,C003,CT0041,2025-08-31,66,2025-11-05,T003,B002,22,1452,170,1622,7.0,462.0,0.7312963870068477,124.32,586.3199999999999,1035.68,63.85,2025-08-31,0,Profitable
H00201,C009,CT0041,2025-11-06,34,2025-12-10,T003,B002,22,748,592,1340,7.0,238.0,0.5782358021027935,342.32,580.3199999999999,759.6800000000001,56.69,2025-08-31,0,Profitable
H00386,C009,CT0041,2025-12-11,19,2025-12-30,T003,B002,22,418,598,1016,7.0,133.0,0.5730711980183143,342.7,475.7,540.3,53.18,2025-08-31,0,Profitable
H00457,C005,CT0042,2024-09-02,78,2024-11-19,T003,B001,22,1716,365,2081,7.0,546.0,0.689922111209485,251.82,1142.82,938.1800000000001,45.08,2024-01-01,345,Profitable
H00064,C002,CT0042,2024-12-05,56,2025-01-30,T003,B001,22,1232,465,1697,7.0,392.0,0.7429644315454054,345.48,989.48,707.52,41.69,2024-01-01,252,Profitable
H00384,C001,CT0042,2025-07-06,109,2025-10-23,T003,B001,22,2398,410,2808,7.0,763.0,0.7500887197558517,307.54,1070.54,1737.46,61.88,2024-01-01,0,Profitable
H00094,C004,CT0042,2025-10-24,53,2025-12-16,T003,B001,22,1166,412,1578,7.0,371.0,0.6856364508488557,282.48,653.48,924.52,58.59,2024-01-01,0,Profitable
H00456,C006,CT0043,2024-07-04,88,2024-09-30,T002,B005,12,1056,152,1208,3.5,308.0,0.6950553796962574,105.65,413.65,794.35,65.76,2019-09-01,0,Profitable
H00160,C010,CT0043,2024-10-01,81,2024-12-21,T002,B005,12,972,345,1317,3.5,283.5,0.5583459004465954,192.63,476.13,840.87,63.85,2019-09-01,0,Profitable
H00215,C003,CT0043,2024-12-25,54,2025-02-17,T002,B005,12,648,236,884,3.5,189.0,0.5577788999793395,131.64,700.64,183.36,20.74,2019-09-01,380,Profitable
H00139,C005,CT0043,2025-06-04,19,2025-06-23,T002,B005,12,228,572,800,3.5,66.5,0.660268039562696,377.67,444.17,355.83,44.48,2019-09-01,0,Profitable
H00354,C002,CT0044,2025-04-07,73,2025-06-19,T004,B003,30,2190,556,2746,9.0,657.0,0.7541705438626796,419.32,1076.32,1669.68,60.8,2021-02-21,0,Profitable
H00012,C007,CT0044,2025-06-20,14,2025-07-04,T004,B003,30,420,163,583,9.0,126.0,0.7349965966714029,119.8,245.8,337.2,57.84,2021-02-21,0,Profitable
H00462,C008,CT0044,2025-07-05,82,2025-09-25,T004,B003,30,2460,537,2997,9.0,738.0,0.7943630294975921,426.57,1164.57,1832.43,61.14,2021-02-21,0,Profitable
H00468,C008,CT0044,2025-09-26,29,2025-10-25,T004,B003,30,870,231,1101,9.0,261.0,0.6535375560820568,150.97,411.97,689.03,62.58,2021-02-21,0,Profitable
H00258,C008,CT0045,2024-03-19,83,2024-06-10,T004,B004,30,2490,405,2895,9.0,747.0,0.7565097629166431,306.39,1053.3899999999999,1841.6100000000001,63.61,2018-07-06,0,Profitable
H00407,C008,CT0045,2024-06-11,93,2024-09-12,T004,B004,30,2790,383,3173,9.0,837.0,0.7978158066834083,305.56,1229.56,1943.44,61.25,2018-07-06,87,Profitable
H00132,C009,CT0045,2024-11-18,76,2025-02-02,T004,B004,30,2280,395,2675,9.0,684.0,0.620607724671628,245.14,929.14,1745.8600000000001,65.27,2018-07-06,0,Profitable
H00413,C010,CT0046,2024-11-16,104,2025-02-28,T004,B003,30,3120,163,3283,9.0,936.0,0.6498421870986728,105.92,1041.92,2241.08,68.26,2024-11-16,0,Profitable
H00151,C010,CT0046,2025-08-24,25,2025-09-18,T004,B003,30,750,337,1087,9.0,225.0,0.6619007350800543,223.06,448.06,638.94,58.78,2024-11-16,0,Profitable
H00179,C001,CT0046,2025-11-11,102,2026-02-21,T004,B003,30,3060,341,3401,9.0,918.0,0.5824566122379294,198.62,1116.62,2284.38,67.17,2024-11-16,0,Profitable
H00313,C001,CT0046,2026-02-22,66,2026-04-29,T004,B003,30,1980,262,2242,9.0,594.0,0.7870270800428606,206.2,800.2,1441.8,64.31,2024-11-16,0,Profitable
H00193,C002,CT0047,2024-01-31,15,2024-02-15,T004,B003,30,450,593,1043,9.0,135.0,0.7753240026936623,459.77,594.77,448.23,42.98,2022-11-30,0,Profitable
H00119,C007,CT0047,2024-03-02,37,2024-04-08,T004,B003,30,1110,405,1515,9.0,333.0,0.7385269200790411,299.1,1002.1,512.9,33.85,2022-11-30,370,Profitable
H00149,C007,CT0047,2024-09-07,10,2024-09-17,T004,B003,30,300,309,609,9.0,90.0,0.7742394826058836,239.24,329.24,279.76,45.94,2022-11-30,0,Profitable
H00476,C006,CT0047,2024-11-13,79,2025-01-31,T004,B003,30,2370,515,2885,9.0,711.0,0.6437008919454491,331.51,1042.51,1842.49,63.86,2022-11-30,0,Profitable
H00498,C010,CT0047,2025-02-01,55,2025-03-28,T004,B003,30,1650,265,1915,9.0,495.0,0.7193468303796793,190.63,685.63,1229.37,64.2,2022-11-30,0,Profitable
H00267,C001,CT0047,2025-03-29,80,2025-06-17,T004,B003,30,2400,531,2931,9.0,720.0,0.6624605519931399,351.77,1071.77,1859.23,63.43,2022-11-30,0,Profitable
H00338,C010,CT0047,2025-08-29,98,2025-12-05,T004,B003,30,2940,405,3345,9.0,882.0,0.667435940747671,270.31,1152.31,2192.69,65.55,2022-11-30,0,Profitable
H00129,C003,CT0047,2025-12-06,72,2026-02-16,T004,B003,30,2160,211,2371,9.0,648.0,0.6881284036956814,145.2,915.2,1455.8,61.4,2022-11-30,122,Profitable
H00322,C003,CT0048,2024-08-23,61,2024-10-23,T003,B001,22,1342,382,1724,7.0,427.0,0.615668910649663,235.19,662.19,1061.81,61.59,2019-10-22,0,Profitable
H00030,C010,CT0049,2025-09-12,34,2025-10-16,T002,B003,12,408,438,846,3.5,119.0,0.6587950998138392,288.55,407.55,438.45,51.83,2025-09-12,0,Profitable
H00226,C003,CT0049,2025-10-17,86,2026-01-11,T002,B003,12,1032,301,1333,3.5,301.0,0.6350950231666688,191.16,836.16,496.84000000000003,37.27,2025-09-12,344,Profitable
H00233,C005,CT0049,2026-01-12,21,2026-02-02,T002,B003,12,252,564,816,3.5,73.5,0.7398121832652107,417.25,490.75,325.25,39.86,2025-09-12,0,Profitable
H00237,C010,CT0049,2026-02-03,92,2026-05-06,T002,B003,12,1104,585,1689,3.5,322.0,0.5647734725195633,330.39,652.39,1036.6100000000001,61.37,2025-09-12,0,Profitable
H00243,C004,CT0049,2026-05-07,58,2026-07-04,T002,B003,12,696,591,1287,3.5,203.0,0.647439846856623,382.64,671.64,615.36,47.81,2025-09-12,86,Profitable
H00470,C004,CT0049,2026-07-05,115,2026-10-28,T002,B003,12,1380,308,1688,3.5,402.5,0.6283015652675435,193.52,596.02,1091.98,64.69,2025-09-12,0,Profitable
H00257,C010,CT0049,2026-10-29,55,2026-12-23,T002,B003,12,660,285,945,3.5,192.5,0.7931940807230216,226.06,418.56,526.44,55.71,2025-09-12,0,Profitable
H00034,C009,CT0050,2025-05-30,114,2025-09-21,T002,B005,12,1368,470,1838,3.5,399.0,0.5624605069457355,264.36,663.36,1174.6399999999999,63.91,2023-05-10,0,Profitable
H00290,C005,CT0050,2025-09-22,28,2025-10-20,T002,B005,12,336,437,773,3.5,98.0,0.6572956483490893,287.24,385.24,387.76,50.16,2023-05-10,0,Profitable
H00007,C007,CT0050,2025-10-21,100,2026-01-29,T002,B005,12,1200,283,1483,3.5,350.0,0.6740415960283049,190.75,540.75,942.25,63.54,2023-05-10,0,Profitable
H00092,C009,CT0051,2024-09-16,117,2025-01-11,T003,B003,22,2574,339,2913,7.0,819.0,0.6068523739653447,205.72,1024.72,1888.28,64.82,2024-09-16,0,Profitable
H00272,C001,CT0051,2025-01-12,69,2025-03-22,T003,B003,22,1518,366,1884,7.0,483.0,0.5615308910839335,205.52,688.52,1195.48,63.45,2024-09-16,0,Profitable
H00170,C002,CT0051,2025-03-23,77,2025-06-08,T003,B003,22,1694,585,2279,7.0,539.0,0.6299167081101362,368.5,907.5,1371.5,60.18,2024-09-16,0,Profitable
H00087,C010,CT0051,2025-06-09,14,2025-06-23,T003,B003,22,308,542,850,7.0,98.0,0.6544974834676212,354.74,452.74,397.26,46.74,2024-09-16,0,Profitable
H00418,C007,CT0051,2025-06-24,50,2025-08-13,T003,B003,22,1100,169,1269,7.0,350.0,0.7541808006396362,127.46,477.46,791.54,62.38,2024-09-16,0,Profitable
H00085,C010,CT0051,2025-08-14,91,2025-11-13,T003,B003,22,2002,205,2207,7.0,637.0,0.555508790074376,113.88,750.88,1456.12,65.98,2024-09-16,0,Profitable
H00463,C007,CT0051,2025-11-14,44,2025-12-28,T003,B003,22,968,525,1493,7.0,308.0,0.6829781766310659,358.56,666.56,826.44,55.35,2024-09-16,0,Profitable
H00303,C002,CT0051,2025-12-29,86,2026-03-25,T003,B003,22,1892,483,2375,7.0,602.0,0.7889561209301881,381.07,983.0699999999999,1391.93,58.61,2024-09-16,0,Profitable
H00072,C003,CT0051,2026-03-26,56,2026-05-21,T003,B003,22,1232,209,1441,7.0,392.0,0.7569670938305433,158.21,550.21,890.79,61.82,2024-09-16,0,Profitable
H00250,C003,CT0051,2026-05-22,14,2026-06-05,T003,B003,22,308,287,595,7.0,98.0,0.6697675157758378,192.22,290.22,304.78,51.22,2024-09-16,0,Profitable
H00217,C004,CT0051,2026-06-06,76,2026-08-21,T003,B003,22,1672,157,1829,7.0,532.0,0.5765859315639437,90.52,622.52,1206.48,65.96,2024-09-16,0,Profitable
H00122,C003,CT0052,2024-01-03,59,2024-03-02,T002,B001,12,708,241,949,3.5,206.5,0.7149073415986856,172.29,378.78999999999996,570.21,60.09,2021-10-01,0,Profitable
H00198,C007,CT0052,2024-12-28,54,2025-02-20,T002,B001,12,648,396,1044,3.5,189.0,0.7699554784879239,304.9,560.9,483.1,46.27,2021-10-01,67,Profitable
H00222,C001,CT0052,2025-04-11,115,2025-08-04,T002,B001,12,1380,534,1914,3.5,402.5,0.7138206024229146,381.18,783.6800000000001,1130.32,59.06,2021-10-01,0,Profitable
H00084,C001,CT0053,2025-01-14,120,2025-05-14,T003,B005,22,2640,564,3204,7.0,840.0,0.5957538610586819,336.01,1176.01,2027.99,63.3,2023-06-10,0,Profitable
H00195,C004,CT0053,2025-05-15,91,2025-08-14,T003,B005,22,2002,426,2428,7.0,637.0,0.6285151987481831,267.75,904.75,1523.25,62.74,2023-06-10,0,Profitable
H00353,C005,CT0053,2025-11-02,24,2025-11-26,T003,B005,22,528,244,772,7.0,168.0,0.6194555181954337,151.15,319.15,452.85,58.66,2023-06-10,0,Profitable
H00419,C005,CT0053,2025-11-27,64,2026-01-30,T003,B005,22,1408,224,1632,7.0,448.0,0.5668461386963807,126.97,574.97,1057.03,64.77,2023-06-10,0,Profitable
H00404,C008,CT0053,2026-01-31,92,2026-05-03,T003,B005,22,2024,542,2566,7.0,644.0,0.7352453125686447,398.5,1296.5,1269.5,49.47,2023-06-10,254,Profitable
H00431,C004,CT0054,2024-04-02,61,2024-06-02,T004,B002,30,1830,281,2111,9.0,549.0,0.7398377564381533,207.89,756.89,1354.1100000000001,64.15,2022-03-15,0,Profitable
H00188,C010,CT0054,2025-02-25,116,2025-06-21,T004,B002,30,3480,178,3658,9.0,1044.0,0.6241224453208288,111.09,1155.09,2502.91,68.42,2022-03-15,0,Profitable
H00301,C001,CT0054,2025-06-22,78,2025-09-08,T004,B002,30,2340,302,2642,9.0,702.0,0.7671378765800723,231.68,933.6800000000001,1708.32,64.66,2022-03-15,0,Profitable
H00218,C009,CT0054,2025-09-09,52,2025-10-31,T004,B002,30,1560,482,2042,9.0,468.0,0.628729897153242,303.05,771.05,1270.95,62.24,2022-03-15,0,Profitable
H00317,C001,CT0054,2025-11-01,24,2025-11-25,T004,B002,30,720,181,901,9.0,216.0,0.7191065905845981,130.16,346.15999999999997,554.84,61.58,2022-03-15,0,Profitable
H00416,C003,CT0054,2025-11-26,14,2025-12-10,T004,B002,30,420,586,1006,9.0,126.0,0.6040128412529219,353.95,479.95,526.05,52.29,2022-03-15,0,Profitable
H00183,C004,CT0054,2025-12-11,108,2026-03-29,T004,B002,30,3240,574,3814,9.0,972.0,0.7557396115553716,433.79,1405.79,2408.21,63.14,2022-03-15,0,Profitable
H00107,C008,CT0055,2024-09-15,53,2024-11-07,T003,B003,22,1166,457,1623,7.0,371.0,0.7373209281739441,336.96,707.96,915.04,56.38,2018-05-27,0,Profitable
H00321,C002,CT0055,2024-11-08,103,2025-02-19,T003,B003,22,2266,417,2683,7.0,721.0,0.7926915516186958,330.55,1051.55,1631.45,60.81,2018-05-27,0,Profitable
H00433,C003,CT0055,2025-02-20,18,2025-03-10,T003,B003,22,396,543,939,7.0,126.0,0.7724130082543916,419.42,545.4200000000001,393.5799999999999,41.91,2018-05-27,0,Profitable
H00287,C007,CT0055,2025-03-11,112,2025-07-01,T003,B003,22,2464,309,2773,7.0,784.0,0.6828291301420149,210.99,994.99,1778.01,64.12,2018-05-27,0,Profitable
H00278,C005,CT0055,2025-07-02,62,2025-09-02,T003,B003,22,1364,415,1779,7.0,434.0,0.7325615367725365,304.01,738.01,1040.99,58.52,2018-05-27,0,Profitable
H00475,C004,CT0055,2025-09-03,97,2025-12-09,T003,B003,22,2134,468,2602,7.0,679.0,0.6425992465688266,300.74,979.74,1622.26,62.35,2018-05-27,0,Profitable
H00189,C010,CT0055,2025-12-10,84,2026-03-04,T003,B003,22,1848,246,2094,7.0,588.0,0.7795519999056939,191.77,779.77,1314.23,62.76,2018-05-27,0,Profitable
H00123,C009,CT0056,2025-12-21,54,2026-02-13,T004,B001,30,1620,163,1783,9.0,486.0,0.5904049528214679,96.24,582.24,1200.76,67.34,2025-12-21,0,Profitable
H00251,C006,CT0056,2026-02-14,22,2026-03-08,T004,B001,30,660,187,847,9.0,198.0,0.5545000222363038,103.69,301.69,545.31,64.38,2025-12-21,0,Profitable
H00437,C006,CT0056,2026-03-09,14,2026-03-23,T004,B001,30,420,442,862,9.0,126.0,0.6482435563363229,286.52,412.52,449.48,52.14,2025-12-21,0,Profitable
H00397,C001,CT0057,2024-07-26,108,2024-11-11,T004,B002,30,3240,380,3620,9.0,972.0,0.6996731005797744,265.88,1237.88,2382.12,65.8,2022-10-01,0,Profitable
H00104,C010,CT0057,2024-11-12,23,2024-12-05,T004,B002,30,690,250,940,9.0,207.0,0.574390627559825,143.6,350.6,589.4,62.7,2022-10-01,0,Profitable
